func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario;turnover_apos_1_ano
MASCULINO;21;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Indústria;44;928,55;NAO
FEMININO;53;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1299,38;NAO
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1014,63;NAO
FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;ATE 4;Comércio;44;3671,4;NAO
FEMININO;24;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 250 A 499;Construçao civil;44;2243,13;SIM
MASCULINO;54;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Indústria;44;1404,69;SIM
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;1609,74;NAO
MASCULINO;45;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;PE;SIM;1000 OU MAIS;Serviços;44;1542,71;SIM
MASCULINO;31;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 100 A 249;Serviços;44;1010,99;NAO
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Construçao civil;44;2572,31;SIM
MASCULINO;25;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 5 A 9;Comércio;24;2611,14;SIM
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Serviços;36;998,8;NAO
MASCULINO;28;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Construçao civil;44;1344,8;NAO
FEMININO;31;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;RN;NAO;1000 OU MAIS;Serviços;36;1260,71;NAO
MASCULINO;60;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;AL;NAO;ATE 4;Comércio;44;1499,06;SIM
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1111,11;NAO
MASCULINO;23;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 20 A 49;Indústria;44;1275,77;NAO
MASCULINO;30;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;1346,54;SIM
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Indústria;44;499;NAO
FEMININO;32;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;2051,41;SIM
FEMININO;33;SEM INFO;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;36;1057,44;NAO
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Comércio;44;2032,23;SIM
MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;720,12;NAO
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;36;1056,04;NAO
MASCULINO;19;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Indústria;44;972,29;NAO
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Comércio;44;1241,75;NAO
MASCULINO;21;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 250 A 499;Agricultura;44;967,44;NAO
MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1599,98;NAO
FEMININO;26;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;3282,35;SIM
FEMININO;37;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 250 A 499;Serviços;44;2450,57;NAO
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1661,36;SIM
MASCULINO;31;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 500 A 999;Indústria;44;7295,63;SIM
MASCULINO;33;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;4781,03;SIM
MASCULINO;23;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;1304,65;NAO
FEMININO;23;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Serviços;36;1533,64;SIM
MASCULINO;35;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PI;NAO;DE 500 A 999;Indústria;44;907,13;NAO
MASCULINO;31;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;1088,89;NAO
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Construçao civil;44;2365,35;SIM
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Construçao civil;44;1734,2;NAO
FEMININO;38;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Serviços;0;2619,01;SIM
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;998;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Comércio;44;1441,26;NAO
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Comércio;44;1365,35;NAO
FEMININO;56;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Serviços;36;1475,65;SIM
MASCULINO;33;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 10 A 19;Serviços;6;415,1;NAO
FEMININO;41;PRETA-PARDA;SUPERIOR_INCOMPLETO;PB;NAO;DE 50 A 99;Serviços;44;1036,1;NAO
MASCULINO;19;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Comércio;44;762,33;NAO
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Indústria;44;1082,19;NAO
MASCULINO;32;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 500 A 999;Indústria;44;1156,11;NAO
MASCULINO;24;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1219,64;NAO
MASCULINO;45;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 250 A 499;Serviços;44;1035,75;NAO
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Indústria;44;997,99;NAO
MASCULINO;61;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 500 A 999;Serviços;40;4640,28;SIM
MASCULINO;33;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1449,99;NAO
MASCULINO;34;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1768,01;SIM
FEMININO;25;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;2020,62;SIM
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Serviços;44;856,6;NAO
MASCULINO;31;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 10 A 19;Serviços;1;1268,49;SIM
MASCULINO;19;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1227,27;NAO
MASCULINO;37;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1196;NAO
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;ATE 4;Agricultura;44;997,97;NAO
FEMININO;45;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 50 A 99;Serviços;44;1483,04;NAO
FEMININO;38;SEM INFO;MEDIO COMPLETO;PI;NAO;ATE 4;Comércio;44;1321,86;NAO
MASCULINO;23;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 5 A 9;Comércio;44;1042,05;NAO
MASCULINO;45;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;1733,46;NAO
MASCULINO;32;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1254;NAO
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;36;1093,77;NAO
FEMININO;42;SEM INFO;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1782,45;NAO
FEMININO;30;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 250 A 499;Serviços;44;2818,9;NAO
MASCULINO;56;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;1042,26;NAO
FEMININO;33;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Serviços;44;1472,87;SIM
FEMININO;34;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;40;1283,42;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;932,01;NAO
MASCULINO;26;AMARELA-BRANCA;SUPERIOR_COMPLETO;AL;NAO;DE 100 A 249;Serviços;44;3318,11;SIM
MASCULINO;38;AMARELA-BRANCA;SUPERIOR_COMPLETO;PI;SIM;DE 5 A 9;Serviços;44;3903,54;SIM
MASCULINO;33;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;RN;NAO;DE 50 A 99;Construçao civil;44;1359,2;NAO
MASCULINO;38;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 5 A 9;Serviços;44;1248;NAO
MASCULINO;49;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 20 A 49;Construçao civil;44;1360,53;NAO
FEMININO;56;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 10 A 19;Construçao civil;44;3697,66;SIM
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Indústria;44;882,34;NAO
MASCULINO;23;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Serviços;44;1004,24;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 5 A 9;Construçao civil;44;1572,45;NAO
FEMININO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 100 A 249;Serviços;40;5535,6;NAO
MASCULINO;48;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Serviços;36;2167,32;SIM
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1388,74;NAO
FEMININO;38;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 500 A 999;Serviços;44;2673,95;SIM
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Comércio;44;1801,07;SIM
FEMININO;39;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Comércio;44;2524,33;SIM
FEMININO;39;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;4599,69;SIM
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1422,49;NAO
MASCULINO;45;PRETA-PARDA;SUPERIOR_COMPLETO;PI;NAO;DE 50 A 99;Serviços;5;469,35;NAO
MASCULINO;24;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;1306,3;NAO
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Comércio;44;1444,8;NAO
FEMININO;39;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1819,02;SIM
MASCULINO;38;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;1223,51;SIM
MASCULINO;53;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;44;1000,86;NAO
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Indústria;44;1218,75;NAO
FEMININO;43;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;ATE 4;Comércio;44;998;NAO
MASCULINO;22;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Construçao civil;44;1079,25;NAO
MASCULINO;40;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1954,44;SIM
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;1134,77;SIM
MASCULINO;46;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;38;1183,74;NAO
MASCULINO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;ATE 4;Serviços;42;3277,01;NAO
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1500,13;SIM
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;849,82;NAO
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Comércio;0;4457,41;SIM
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1703,85;SIM
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Comércio;44;1084,89;NAO
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1076,39;NAO
FEMININO;61;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;18;1333,69;SIM
MASCULINO;27;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;SIM;DE 50 A 99;Comércio;44;1907,47;SIM
FEMININO;30;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 20 A 49;Agricultura;44;568,3;NAO
FEMININO;34;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 20 A 49;Comércio;44;1047,52;NAO
FEMININO;31;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;997,99;NAO
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Indústria;44;977,62;NAO
MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Serviços;24;1389,19;NAO
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Indústria;44;1071,63;NAO
FEMININO;19;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 500 A 999;Serviços;36;1462,74;SIM
MASCULINO;63;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PI;NAO;DE 10 A 19;Serviços;44;998;NAO
MASCULINO;20;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1199,68;NAO
MASCULINO;23;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1421,77;NAO
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1521,79;SIM
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Indústria;44;1605,61;SIM
FEMININO;27;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;2894,25;NAO
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;24;763,2;NAO
FEMININO;37;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1475,81;NAO
MASCULINO;54;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Indústria;44;7088,07;SIM
MASCULINO;28;SEM INFO;SUPERIOR_INCOMPLETO;PE;NAO;DE 50 A 99;Indústria;30;845,8;NAO
MASCULINO;26;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 50 A 99;Agricultura;44;1020;NAO
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;ATE 4;Comércio;44;1049,04;NAO
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1785,92;SIM
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1163,35;NAO
MASCULINO;36;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 100 A 249;Agricultura;44;998;NAO
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1294,8;NAO
MASCULINO;41;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 500 A 999;Serviços;44;1206,61;NAO
MASCULINO;44;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;ATE 4;Construçao civil;40;1625,51;SIM
FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Serviços;1;770,44;NAO
FEMININO;56;PRETA-PARDA;MEDIO COMPLETO;CE;SIM;DE 50 A 99;Comércio;28;600,6;NAO
FEMININO;24;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;1766,63;NAO
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Comércio;44;1059,99;NAO
MASCULINO;41;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 10 A 19;Serviços;44;927,2;SIM
MASCULINO;29;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Indústria;44;2682,28;SIM
MASCULINO;53;SEM INFO;ANALFABETO-FUND_INCOMPLETO;PI;NAO;DE 10 A 19;Construçao civil;44;1438,4;NAO
FEMININO;41;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1126,82;NAO
FEMININO;74;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Serviços;24;6440,9;SIM
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;CE;SIM;1000 OU MAIS;Indústria;44;1011,56;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Comércio;44;998,1;NAO
FEMININO;33;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Indústria;44;1758,43;SIM
MASCULINO;50;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1506,07;SIM
FEMININO;37;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Serviços;40;52686,84;NAO
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;3261,53;SIM
MASCULINO;38;SEM INFO;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Indústria;44;9598,8;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;2169,2;SIM
FEMININO;45;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;36;1566,21;NAO
MASCULINO;18;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;ATE 4;Construçao civil;44;1052,84;NAO
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Comércio;44;1765,2;NAO
MASCULINO;21;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1222,22;NAO
MASCULINO;30;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 5 A 9;Indústria;44;1351,12;NAO
MASCULINO;36;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;ATE 4;Serviços;44;1521,99;SIM
FEMININO;33;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Indústria;44;1205,22;NAO
FEMININO;52;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1786,99;SIM
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1058,39;NAO
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;40;2565,23;SIM
FEMININO;26;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1014,8;NAO
MASCULINO;43;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;SIM;DE 100 A 249;Comércio;44;1081,95;NAO
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Indústria;44;1545,69;SIM
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Indústria;36;5321,22;SIM
MASCULINO;35;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Indústria;44;1020,4;NAO
FEMININO;34;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;3500,01;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 50 A 99;Serviços;44;1248,83;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;ATE 4;Construçao civil;36;1159,64;NAO
FEMININO;51;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;4868,71;SIM
FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Serviços;6;13619,82;NAO
MASCULINO;46;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Indústria;44;1300;NAO
MASCULINO;36;INDIGENA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1000;NAO
FEMININO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Serviços;40;2881,8;NAO
MASCULINO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 20 A 49;Serviços;44;1170,45;NAO
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Comércio;44;1035;NAO
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Serviços;21;1699,71;SIM
MASCULINO;23;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;886,79;NAO
MASCULINO;48;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 100 A 249;Indústria;44;1574,92;SIM
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;36;998;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Indústria;44;1010,87;NAO
FEMININO;38;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1234,43;NAO
FEMININO;21;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 250 A 499;Serviços;12;501,77;NAO
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1776,04;SIM
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Comércio;44;1030,44;NAO
FEMININO;45;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 50 A 99;Agricultura;44;1567,53;SIM
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1584,31;SIM
MASCULINO;75;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;SIM;DE 100 A 249;Serviços;44;23119,69;SIM
FEMININO;35;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;8334,27;SIM
FEMININO;65;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Serviços;40;20442,04;SIM
MASCULINO;36;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;35;868,31;SIM
MASCULINO;33;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Construçao civil;44;1948,62;NAO
FEMININO;27;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 100 A 249;Serviços;4;334,13;NAO
FEMININO;25;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 100 A 249;Indústria;44;1152,39;NAO
FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;DE 20 A 49;Serviços;18;2055,89;SIM
FEMININO;44;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 50 A 99;Serviços;7;1638,81;NAO
MASCULINO;49;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Serviços;36;1495;NAO
MASCULINO;35;SEM INFO;MEDIO COMPLETO;PB;NAO;DE 5 A 9;Serviços;44;1857,28;NAO
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1022,95;NAO
MASCULINO;40;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;SE;NAO;DE 50 A 99;Serviços;44;1554,05;NAO
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;1136,36;NAO
MASCULINO;52;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1307,99;NAO
FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1500;NAO
MASCULINO;47;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1613,79;SIM
MASCULINO;25;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 50 A 99;Serviços;36;2633,1;SIM
MASCULINO;42;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;6515,66;SIM
MASCULINO;30;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 20 A 49;Serviços;44;1421,84;NAO
MASCULINO;26;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;ATE 4;Comércio;44;1030,01;NAO
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1030,47;NAO
FEMININO;21;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1483,99;NAO
MASCULINO;24;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;DE 50 A 99;Serviços;44;1655,03;SIM
FEMININO;32;SEM INFO;MEDIO COMPLETO;BA;SIM;DE 100 A 249;Comércio;40;963,01;NAO
